LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,MAX_PAST_DELAY,TOTAL_PAY_AMT,BILL_AMT_TOTAL,UTILISATION,PAYMENT_TO_BILL_RATIO,PAY_AMT_STD,DEFAULT
40000,2,2,1,30,0,10700,237628,5.9407,0.04502817417066099,337.14487489307425,0
200000,2,1,2,30,2,47100,1174704,5.87352,0.04009517283062556,4803.228081197061,0
100000,2,1,2,30,3,21800,590393,5.90393,0.036924494490120155,950.0877152487903,0
50000,2,2,1,31,0,13064,208840,4.1768,0.06255476654488343,1691.945586201479,0
40000,2,2,1,32,0,12444,265380,6.6345,0.046891073588538744,295.7728858431753,0
70000,2,2,1,32,3,14600,419571,5.9938714285714285,0.034797364933789675,2984.403904746586,0
210000,2,1,2,31,-2,2457,2270,0.010809523809523809,1.081902245706737,78.14281796812807,0
30000,2,2,2,28,0,12143,161330,5.377666666666666,0.07526761750686477,862.6504313258451,0
100000,2,1,2,30,0,18507,470616,4.70616,0.039324971261131665,299.06771808404864,0
20000,2,2,1,30,0,9778,111275,5.56375,0.08787159854775513,635.8851049259345,0
400000,2,2,1,36,2,3761,25166,0.062915,0.14944172924861923,971.0873115568274,0
330000,2,2,1,28,2,56722,1409693,4.27179696969697,0.040237101101373775,5540.656880430935,0
240000,2,2,2,30,0,37676,40924,0.17051666666666668,0.9206108735491754,8724.437922678268,1
70000,2,1,2,29,2,17757,459167,6.559528571428571,0.038672120008362953,3265.07088743874,1
240000,2,1,2,29,-1,4120,3774,0.015725,1.0913907284768212,975.6152247001206,0
200000,2,1,1,27,2,9005,3563,0.017815,2.52665544332211,2768.8303968763903,0
100000,2,1,2,27,-2,14717,10502,0.10502,1.4012186994192135,1262.4540255655518,0
180000,2,1,2,29,0,26000,134940,0.7496666666666667,0.19267679949014754,2422.1202832779936,0
360000,2,2,2,30,0,37135,198723,0.5520083333333333,0.1868672128177774,7620.269533728231,0
130000,2,2,2,29,0,29100,706517,5.434746153846154,0.04118791028678675,744.983221287567,0
120000,2,2,2,30,-2,23288,25953,0.216275,0.8972798027279032,6153.870153542945,0
230000,2,1,2,30,-2,3038,2538,0.011034782608695653,1.1965340685309176,414.4652779988532,0
340000,2,4,2,30,0,9720,193411,0.5688558823529412,0.050255413314582345,1050.028571039855,0
320000,2,1,2,29,0,57000,1192113,3.725353125,0.04781421910991734,1224.744871391589,0
330000,2,3,2,29,0,52464,1555394,4.713315151515151,0.03373033859566219,3207.821690805148,0
80000,2,3,2,30,2,3074,12848,0.1606,0.23924040781383765,561.8831432483686,1
150000,2,1,1,30,0,44349,68236,0.4549066666666667,0.6499259932294796,8453.249404814695,0
160000,2,3,1,31,-2,2574,2762,0.0172625,0.9315960912052117,806.3572409298499,1
50000,2,3,1,37,0,10304,253514,5.07028,0.04064453779855235,143.44569239495019,0
300000,2,4,1,48,-2,0,0,0.0,0.0,0.0,0
190000,2,2,1,36,0,36786,1029780,5.419894736842105,0.035722158400669654,982.2079209617483,0
50000,2,2,2,27,0,10454,136896,2.73792,0.07636398167965697,922.0697732095259,0
90000,2,1,2,28,0,9782,20561,0.22845555555555555,0.47573193269137243,1599.004273498563,0
210000,2,1,2,28,0,31009,422133,2.010157142857143,0.0734577172177555,411.9225250780377,0
240000,2,1,2,28,0,53842,1385179,5.771579166666666,0.03887003855094645,1663.6534094175586,0
60000,2,2,1,34,2,13300,265663,4.427716666666667,0.05006323777403036,1499.8888847733579,1
440000,2,2,2,35,0,5518,13419,0.030497727272727274,0.411177347242921,154.2720540689942,0
30000,2,2,1,42,2,7663,168871,5.629033333333333,0.045377564072196695,869.780987758796,1
230000,2,2,2,26,0,0,23758,0.10329565217391304,0.0,0.0,0
440000,2,2,2,28,2,35854,1146664,2.6060545454545454,0.03126806870358823,3813.911675257657,1
80000,2,2,1,29,0,13010,303700,3.79625,0.04283818624238972,256.9370869817487,1
30000,2,2,1,30,0,6355,163822,5.460733333333334,0.03879186683188563,777.1145132261182,0
250000,2,2,2,35,0,53009,1330937,5.323748,0.0398283015437233,2239.599733583362,0
30000,2,1,1,45,2,9083,164069,5.468966666666667,0.05536051685256293,293.0818429494851,1
50000,2,3,3,49,2,8270,240592,4.81184,0.03437340238494054,831.3703546955874,0
50000,2,2,2,34,0,14627,290849,5.81698,0.05029052776345195,485.0708882902237,0
30000,2,2,2,34,2,7263,165841,5.528033333333333,0.04379469615658277,1538.573072687807,0
30000,2,2,1,45,0,13520,172817,5.760566666666667,0.07823259151245819,1734.2406599623557,1
500000,2,2,1,42,0,0,149838,0.299676,0.0,0.0,0
50000,2,2,1,41,2,6500,157274,3.14548,0.04132888253059927,917.4239296348591,1
50000,2,2,1,36,0,9100,180165,3.6033,0.05050897505633693,633.7717780610515,0
50000,2,1,2,22,0,0,2416,0.04832,0.0,0.0,0
90000,2,2,2,26,0,15500,238173,2.6463666666666668,0.06507847204144869,491.59604012508754,0
30000,2,1,2,26,2,5964,93663,3.1221,0.0636744106593782,676.7392407715101,1
150000,2,3,1,43,0,29225,584138,3.8942533333333333,0.05003090017958055,1168.7224506557006,0
50000,2,2,1,23,0,59200,250253,5.00506,0.23655965539012364,19810.544643362704,0
70000,2,2,2,23,2,6850,106411,1.5201571428571428,0.06437243919858662,1079.0813994628334,1
80000,2,2,2,23,0,0,68850,0.860625,0.0,0.0,0
280000,2,1,2,29,-1,157156,12060,0.04307142857142857,13.030097006881684,58324.73844147667,0
90000,2,2,1,30,0,4353,45937,0.5104111111111111,0.09475815229221995,435.5119975385294,0
330000,2,1,1,39,0,20000,346613,1.0503424242424242,0.057701073816983736,1032.7955589886446,0
190000,2,2,1,46,0,27100,516197,2.716826315789474,0.05249923478975122,917.4239296348591,0
210000,2,1,1,40,0,24000,324192,1.5437714285714286,0.07402997597110363,2167.94833886788,0
100000,2,1,1,30,4,14586,609658,6.09658,0.02392484979308105,3125.828850081207,1
20000,2,2,2,30,3,4321,105143,5.25715,0.04109602069542723,950.5506649656645,1
260000,2,1,1,31,0,44078,131339,0.50515,0.33560225369270597,7660.840728449239,0
20000,2,2,1,26,4,7103,108544,5.4272,0.0654382974803077,1497.9880395606192,1
80000,2,3,1,37,0,13100,364490,4.556125,0.03594053076756353,475.0438576243953,1
50000,2,2,1,42,0,8569,174458,3.48916,0.0491175577069684,372.35005930799406,0
70000,2,3,1,35,2,13460,316894,4.527057142857143,0.04247463670932012,1974.6560882003394,1
30000,2,2,1,38,2,10165,175749,5.8583,0.05783783783783784,1274.0663117226932,0
100000,2,1,2,25,2,11153,422059,4.22059,0.026425152821873667,1695.7677219084776,1
50000,2,1,2,25,2,10250,239804,4.79608,0.042743062071266234,1373.4688444470326,0
80000,2,2,1,27,2,17121,403930,5.049125,0.04238595205616801,1805.5509685411819,1
50000,2,2,1,27,0,6957,21621,0.43242,0.3217556192766627,1340.0072760996486,1
150000,2,4,1,28,0,109324,589636,3.9309066666666665,0.1854089889203018,36183.84836728491,0
140000,2,1,2,29,0,27974,600936,4.2924,0.046550636755600006,1725.952683785586,0
70000,2,1,1,31,0,20000,333555,4.765071428571429,0.05995994675556728,1032.7955589886446,0
30000,2,2,1,31,2,3549,147791,4.926366666666667,0.024013478402078597,782.223433553355,0
80000,2,2,1,32,2,14320,429357,5.3669625,0.03335212107378924,2134.4952252620915,1
40000,2,2,1,41,0,3225,53835,1.345875,0.05990415335463259,591.5977518550928,0
100000,2,2,1,37,0,9571,215243,2.15243,0.04446581553957369,229.79766462404848,0
50000,2,2,1,40,0,9011,233235,4.6647,0.03863468761254695,433.4099291279178,0
30000,2,3,1,35,2,7400,166252,5.541733333333333,0.044510474998947384,1405.228332573275,1
120000,2,1,1,35,0,11351,91050,0.75875,0.12466639575622453,1171.949728728441,0
260000,2,3,1,39,0,37627,871130,3.3505,0.04319327403111587,995.1824790794234,0
90000,2,2,1,35,0,11241,105625,1.1736111111111112,0.1064226610872323,1078.1309289692047,0
30000,2,2,1,33,0,38594,122229,4.0743,0.31574899779104965,13333.722640983151,0
260000,2,1,1,37,0,43028,892353,3.432126923076923,0.04821853210721306,2478.412933041358,0
170000,2,1,1,39,2,26000,799749,4.704405882352941,0.03251015942482026,3614.7844564602556,0
150000,2,2,1,36,0,26306,686670,4.5778,0.03830946697909188,1415.6544305255668,0
90000,2,3,1,40,2,10942,253153,2.812811111111111,0.04322270238668952,1094.9940030277185,0
50000,2,3,2,45,0,6291,31593,0.63186,0.199120086092296,53.23063027994314,0
70000,2,1,2,29,0,29060,322438,4.606257142857143,0.0901255741396047,3762.3060304375385,0
210000,2,1,2,29,0,58392,1247745,5.941642857142857,0.04679798612858707,2548.894662397801,0
450000,2,1,2,31,-2,0,0,0.0,0.0,0.0,0
70000,2,3,1,32,2,13000,73013,1.0430428571428572,0.17804804558029966,1169.0451944500123,1
70000,2,3,2,32,2,11000,115283,1.6469,0.09541653655320773,1834.8478592697181,1
300000,2,3,2,34,2,66920,110260,0.3675333333333333,0.6069235722512947,13365.517822616028,0
70000,2,1,1,29,0,17940,414400,5.92,0.043291401323838505,261.9160170741759,0
180000,2,2,1,37,0,18883,473609,2.631161111111111,0.039870357467114294,275.1875118290557,0
50000,2,3,1,29,2,17780,329789,6.59578,0.05391309621274144,2222.3111093334046,1
20000,2,2,2,27,2,28580,100023,5.00115,0.28573142445813005,6251.514717783737,0
260000,2,1,2,31,0,50151,1264335,4.862826923076923,0.039665879955961075,610.2896853134583,0
70000,2,3,1,34,0,32146,91259,1.3037,0.35224632916940607,7192.913558959725,0
50000,2,2,3,31,3,12000,257561,5.15122,0.04659072378689403,1319.090595827292,1
150000,2,2,1,34,0,35800,846133,5.640886666666667,0.04231008327286222,873.3078876700168,0
150000,2,3,1,45,0,10395,253879,1.6925266666666667,0.04094454072790295,287.9623239245023,0
20000,2,2,1,37,0,8364,142156,7.1078,0.05883635698558636,429.198788441906,0
60000,2,2,2,45,0,13884,240502,4.008366666666666,0.05772900961734365,401.46730875626724,0
50000,2,2,1,30,0,10605,224700,4.494,0.04719605164195976,853.883774292497,0
50000,2,1,2,25,2,10500,173423,3.46846,0.060545253252145034,1036.8220676663861,0
80000,2,1,1,27,3,17946,451250,5.640625,0.03976944095414747,4441.670136333854,1
140000,2,1,2,27,0,7355,45433,0.32452142857142857,0.16188317119337942,624.9132473125103,0
20000,2,3,2,28,2,6300,48036,2.4018,0.13114890605158525,850.2940667792526,1
10000,2,2,1,49,2,4372,25884,2.5884,0.16890090786169595,446.10342597503853,1
120000,2,2,1,45,0,10562,21383,0.17819166666666666,0.4939206883651328,2732.8813854001546,0
50000,2,2,1,40,3,1314,150598,3.01196,0.00872515753756665,402.6983983082128,1
30000,2,2,1,39,2,9500,86617,2.8872333333333335,0.1096769724537625,970.3951085339758,1
210000,2,2,1,49,2,26500,638619,3.041042857142857,0.04149572515737058,1428.8690166235206,1
150000,2,1,2,27,-2,0,0,0.0,0.0,0.0,1
180000,2,3,1,28,0,53771,251313,1.3961833333333333,0.213959429239915,19799.95251930334,0
590000,2,2,1,29,0,4387,6607,0.011198305084745763,0.6638922518159807,585.8567799954753,1
260000,2,1,1,30,0,162600,635361,2.4436961538461537,0.25591709922847133,38267.025617364096,0
90000,2,3,1,35,0,13322,54124,0.6013777777777778,0.2461339491916859,2388.6818680323813,0
110000,2,2,1,28,0,5367,103208,0.9382545454545455,0.05200127895823039,491.3873217737715,0
140000,2,1,2,28,0,7313,8077,0.05769285714285714,0.9052983411735578,623.3773870350661,0
210000,2,1,2,30,-1,33655,35463,0.16887142857142856,0.9489905256034288,109.89161326810462,0
80000,2,2,1,31,-2,0,0,0.0,0.0,0.0,0
30000,2,3,1,36,2,37503,52210,1.7403333333333333,0.7182969106127062,11886.453882466378,0
120000,2,3,1,28,0,59757,474721,3.956008333333333,0.12587788221316898,16155.148080410776,0
20000,2,3,1,44,2,6057,51282,2.5641,0.11810931497767291,1163.4695956491514,0
80000,2,3,2,42,0,10638,294652,3.68315,0.036103484437626635,143.34992152073193,0
110000,2,2,2,35,0,7787,144520,1.3138181818181818,0.05388144283529729,354.6769891981529,0
240000,2,2,1,34,0,146345,336388,1.4016166666666667,0.4350469248399918,34863.703374235316,0
100000,2,2,1,49,0,43889,62883,0.62883,0.6979358819413524,11197.172739877986,0
200000,2,2,2,32,0,36661,950864,4.75432,0.03855542059072529,527.6731627311235,0
450000,2,1,2,32,-2,16350,10312,0.022915555555555557,1.5853776786580045,3119.1891253978174,0
150000,2,2,2,32,0,73449,137021,0.9134733333333334,0.5360380084949862,25563.02967764189,0
120000,2,2,1,39,2,42680,54248,0.45206666666666667,0.7867426127670556,7292.511135861685,0
70000,2,2,2,26,2,19023,391434,5.591914285714286,0.048598106965396556,2480.7977547555142,1
190000,2,1,2,31,0,35000,853866,4.494031578947369,0.040989990244382324,258.19888974716116,0
50000,2,3,1,45,0,7531,170885,3.4177,0.04407031588310335,407.5877410652419,0
60000,2,3,1,44,2,7128,190478,3.1746333333333334,0.0374214480336415,646.812182940303,0
90000,2,1,2,30,2,8000,112185,1.2465,0.07131014565097249,1632.9931618554524,1
300000,2,2,1,33,0,32007,392302,1.3076733333333332,0.08158744643808485,814.2121959292921,0
210000,2,3,1,32,0,6533,7727,0.036795238095238096,0.8453674948240165,1487.7927835107505,0
50000,2,2,1,34,2,10447,249953,4.99906,0.041795690407034895,1465.7153088736798,0
350000,2,1,1,34,0,123000,531477,1.5185057142857143,0.2314300874166005,28584.961080960038,0
30000,2,2,1,34,0,5692,170593,5.6864333333333335,0.03336576901884005,649.1023545379162,0
280000,2,3,1,34,1,0,0,0.0,0.0,0.0,0
380000,2,3,1,35,0,13000,102804,0.27053684210526313,0.12645299353144301,408.2482904638631,0
360000,2,2,2,34,-2,3187,3335,0.00926388888888889,0.955335731414868,433.8139770300937,0
260000,2,2,1,37,1,41163,-3746,-0.014407692307692307,-10.991455273698264,16237.540598871494,0
160000,2,2,1,37,0,21791,65595,0.40996875,0.3322001341545216,2895.3785532580478,0
250000,2,3,1,43,-1,117669,96553,0.386212,1.2186859166891066,9082.313378209321,0
320000,2,1,2,27,0,57355,153421,0.479440625,0.3738381718397622,13514.063584528036,0
140000,2,2,2,31,0,35900,835076,5.964828571428572,0.04299004762435081,643.1692364119001,0
80000,2,3,1,32,0,14581,350408,4.3801,0.04161137413707981,283.7255128934772,0
100000,2,1,1,40,2,15946,393946,3.93946,0.040477526164687125,2252.1351350810783,1
210000,2,4,1,41,-2,31621,31727,0.15108095238095237,0.9966275844679778,4995.654208075922,0
200000,2,3,2,29,0,20992,27359,0.136795,0.7672514619883041,5343.215573665981,0
110000,2,3,1,37,0,21700,460710,4.188272727272727,0.04710111110869938,1357.0801990548186,0
70000,2,1,1,36,2,6624,121613,1.7373285714285713,0.05446741329123292,1031.7303911390804,1
240000,2,2,1,46,0,22872,719703,2.9987625,0.03177973166746329,5652.053078307033,0
80000,2,2,1,38,0,12999,442798,5.534975,0.029356434860964006,155.26332470999068,0
150000,2,3,2,47,0,30000,747688,4.984586666666667,0.04012363429179779,0.0,0
50000,2,2,2,42,0,8500,222357,4.44714,0.03822664352080878,945.3394452082631,0
230000,2,2,1,37,0,35550,221651,0.9637,0.16038655189215528,11331.8576588307,0
290000,2,1,1,43,0,14252,13916,0.047986206896551725,1.0240712797298268,1892.82758503427,0
350000,2,1,2,36,-2,7008,10240,0.029257142857142857,0.6843081730299776,2861.004019570752,0
100000,2,3,2,39,0,27300,335730,3.3573,0.08131510048223131,1641.6455159382003,0
50000,2,3,1,46,0,5018,194699,3.89398,0.025772984078068824,983.8295922905891,0
360000,2,2,1,43,-2,0,0,0.0,0.0,0.0,0
210000,2,2,2,38,-1,36805,36805,0.17526190476190476,0.9999728305167636,7527.029491550214,0
500000,2,2,1,39,-2,13565,15513,0.031026,0.874371535387392,3069.065552683205,0
290000,2,2,1,47,0,57040,1462638,5.043579310344827,0.03899800292485022,540.5137062708648,0
350000,2,3,1,36,2,70031,1563640,4.467542857142857,0.044787134642798446,11131.148914944346,0
190000,2,2,1,33,-2,15158,11923,0.06275263157894737,1.2712177121771218,1768.0248489958128,0
180000,2,1,2,34,0,180000,893567,4.964261111111111,0.20143962183068329,58797.10877245581,0
110000,2,2,1,35,0,3754,31943,0.2903909090909091,0.11751815677435512,485.7388873321413,1
200000,2,3,2,33,2,13100,326393,1.631965,0.040135541707261774,1603.017987006592,1
210000,2,2,1,40,-1,16000,18875,0.08988095238095238,0.8476372112735749,2581.9888974716114,0
100000,2,3,1,36,-1,3855,3455,0.03455,1.1154513888888888,265.50612045676087,0
130000,2,2,1,43,0,60726,658936,5.068738461538461,0.09215752036992915,14093.48196862649,0
70000,2,3,2,38,0,14228,382738,5.4676857142857145,0.03717415784646979,583.1211423595158,0
100000,2,2,1,33,0,15269,486783,4.86783,0.031367095056534317,623.0529405007785,0
150000,2,3,1,35,2,2060,2990,0.019933333333333334,0.688732865262454,314.2398234894277,0
160000,2,3,1,39,0,10084,210421,1.31513125,0.04792274572050451,1466.5916495966646,0
30000,2,3,1,48,1,200,0,0.0,200.0,81.64965809277261,0
80000,2,2,1,36,-1,5683,6477,0.0809625,0.8772769373263353,860.3874514814048,0
200000,2,2,1,44,-2,91802,77145,0.385725,1.189977445363337,17830.774169022126,0
180000,2,3,1,41,2,21170,599465,3.3303611111111113,0.03531476347282415,2067.8393232228336,1
180000,2,2,1,34,0,17487,131379,0.7298833333333333,0.13310245090576953,1759.1745507481628,0
170000,2,2,1,35,0,31840,769102,4.524129411764706,0.04139887635336229,1406.3582284278307,0
50000,2,1,2,35,0,34400,67356,1.34712,0.5107115815728135,3166.4912232101115,0
160000,2,3,1,40,0,19186,533074,3.3317125,0.03599118322937673,219.27304135863733,0
160000,2,2,1,40,-2,2730,2340,0.014625,1.1661683041435285,159.21683328090657,1
20000,2,1,2,22,0,7714,95814,4.7907,0.08050931482544486,518.7402689850352,0
70000,2,2,1,24,0,20562,151985,2.1712142857142855,0.13528877659784455,3354.7706926107485,0
240000,2,2,2,38,-2,129005,132491,0.5520458333333333,0.973681429822178,11349.989346544193,0
300000,2,2,1,45,0,61148,1827308,6.091026666666667,0.033463415328223084,1583.1052607665313,0
420000,2,2,1,37,-2,24904,25016,0.05956190476190476,0.9954830715113723,1511.54022992002,0
200000,2,3,1,43,2,27000,741321,3.706605,0.036421420111638396,2345.207879911715,1
50000,2,2,1,47,0,8002,157507,3.15014,0.05080376869746299,643.5531576075645,0
50000,2,2,1,38,0,101716,128605,2.5721,0.7909117770555029,38260.50917939628,0
200000,2,1,1,38,-2,15627,15627,0.078135,0.9999360122856411,82.05790638323647,0
200000,2,1,2,32,0,29700,712292,3.56146,0.04169632440582738,816.7006795638167,0
380000,2,2,1,33,2,82515,2181775,5.741513157894737,0.03782010618871965,9370.46572481859,0
50000,2,1,2,27,0,40726,91190,1.8238,0.44660109001984843,7573.335293426977,0
50000,2,1,2,28,0,22882,24082,0.48164,0.950130797658099,5172.601305597278,0
500000,2,2,2,35,-2,125201,156466,0.312932,0.8001751167977912,14800.998188185373,0
300000,2,2,1,40,-1,0,2470,0.008233333333333334,0.0,0.0,0
170000,2,2,2,32,0,40562,36424,0.21425882352941175,1.1135758407687029,5528.326425480561,1
20000,2,2,1,46,5,11000,93830,4.6915,0.11723204484658588,1329.1601358251257,1
20000,2,2,1,43,-1,7771,9246,0.4623,0.8403806639991348,1444.5696129528221,0
280000,2,2,2,36,0,33174,959596,3.4271285714285713,0.03457076251801538,413.01283273041287,0
80000,2,2,2,22,0,31096,38716,0.48395,0.8031614019681277,10228.082316185506,0
20000,2,2,2,24,2,8000,113845,5.69225,0.07027036523022329,983.1920802501752,0
70000,2,1,2,24,0,14935,402876,5.755371428571428,0.03707086778346741,363.8738334459716,0
30000,2,2,1,25,2,10114,162985,5.432833333333333,0.062054409581191024,1275.3166926950603,1
170000,2,2,2,37,0,25686,693634,4.0802,0.03703100333749018,780.6922569104935,0
320000,2,2,2,30,0,27100,623426,1.94820625,0.04346940379547244,842.4171571535487,0
210000,2,1,2,30,-2,0,0,0.0,0.0,0.0,0
310000,2,2,2,31,0,9761,82930,0.2675161290322581,0.11770025684002364,434.74149407051846,0
230000,2,1,2,29,1,2432,4681,0.02035217391304348,0.5194361384023921,568.6779991055278,0
90000,2,2,1,31,2,24913,537849,5.9761,0.04631960583805894,509.36054682971536,1
200000,2,1,2,31,-2,9050,14014,0.07007,0.6457367106671423,991.1289858876424,0
150000,2,2,2,34,5,47000,693936,4.62624,0.06772949129387826,1602.0819787597222,0
60000,2,1,2,27,0,5731,108448,1.8074666666666668,0.052845116137539304,465.9516784674852,0
50000,2,2,2,38,0,56007,185419,3.70838,0.30205479452054795,12959.110366842317,0
200000,2,1,2,40,0,30341,823199,4.115995,0.03685738581146744,236.93663006522792,0
220000,2,2,1,35,0,8160,143479,0.6521772727272728,0.05687203791469194,1024.4998779892558,0
300000,2,3,1,34,-2,54440,54124,0.18041333333333334,1.0058198614318707,12820.574677707185,0
30000,2,2,1,47,2,12562,166581,5.5527,0.07541030843668584,1850.3170178827916,1
330000,2,4,1,36,0,187388,431663,1.308069696969697,0.4341061566403499,44343.55825897,0
280000,2,1,1,42,0,44559,1051997,3.757132142857143,0.04235654440407682,2307.56700877786,0
330000,2,1,2,38,-2,0,0,0.0,0.0,0.0,1
390000,2,3,2,45,0,151335,168982,0.4332871794871795,0.8955634590461763,42131.08961206677,0
200000,2,2,1,38,0,4036,3186,0.01593,1.266394728584876,716.4293870764004,0
20000,2,3,2,45,0,7669,88969,4.44845,0.08619759469484095,382.56890446907295,0
140000,2,2,1,32,0,38018,237646,1.6974714285714285,0.15997677227147827,2942.2933005848795,0
30000,2,1,1,32,-1,20819,21286,0.7095333333333333,0.9780147507868652,1296.5997711964424,0
210000,2,2,1,41,1,0,0,0.0,0.0,0.0,0
100000,2,3,1,44,-2,7140,3957,0.03957,1.8039413845376453,1885.1768086840025,0
50000,2,2,1,38,-1,4362,5457,0.10914,0.799193843898864,930.7424992982753,0
30000,2,3,2,42,0,7446,166607,5.553566666666667,0.0446917314894843,563.6587620182977,1
30000,2,4,2,45,2,8573,181603,6.053433333333333,0.0472071099755512,352.65304006440476,1
150000,2,1,2,37,1,19639,-8686,-0.05790666666666667,-2.2612550374208404,6341.581803199158,0
180000,2,1,2,39,-2,97531,65635,0.3646388888888889,1.485937595222134,12512.651316434365,0
230000,2,2,1,49,1,6946,6946,0.0302,0.9998560529725061,2835.692625561993,0
220000,2,1,2,36,-2,11159,8964,0.04074545454545454,1.244729503625209,1106.8003282736531,0
200000,2,1,2,35,-2,28158,25750,0.12875,1.093472098170945,3285.136344202475,0
80000,2,2,1,35,-2,84816,59756,0.74695,1.419348360861489,15042.380596168945,0
380000,2,3,1,44,0,21347,28497,0.0749921052631579,0.7490701101831707,2187.0365718630924,0
30000,2,2,1,42,2,6464,72604,2.4201333333333332,0.08902968115143585,541.6975786051353,1
160000,2,2,1,41,-1,28289,33393,0.20870625,0.8471282266275378,1326.3398383018834,0
60000,2,2,1,47,2,19485,118864,1.9810666666666668,0.16392546165818364,5008.182095331598,1
100000,2,3,1,42,2,18770,22476,0.22476,0.8350758553187703,2424.0957626848544,0
150000,2,2,1,37,-1,5845,5845,0.03896666666666666,0.9998289428669176,1072.8221505294653,0
100000,2,2,1,38,2,8469,229036,2.29036,0.03697655837266468,1227.2055655023735,0
30000,2,2,2,44,-2,35537,34318,1.1439333333333332,1.0354905445962879,11846.546136603136,0
220000,2,1,1,36,3,7338,18741,0.08518636363636363,0.39152705154199124,1906.1935893292684,1
220000,2,1,2,38,2,0,5900,0.026818181818181817,0.0,0.0,0
400000,2,2,2,30,-2,23659,16625,0.0415625,1.4230121496451342,3782.7185153889877,1
680000,2,1,2,30,0,213246,249786,0.36733235294117644,0.8537113620804926,63053.69487984031,1
280000,2,1,2,30,0,47745,280077,1.000275,0.17047036896864445,3400.145982160178,0
70000,2,2,1,44,0,13531,145276,2.0753714285714286,0.09313931317414319,1541.5486261116341,0
300000,2,2,1,39,-1,35351,21089,0.07029666666666666,1.6761972498814603,5475.573117644094,1
250000,2,2,2,41,-1,13187,9715,0.03886,1.357245780156443,1824.617704251131,0
200000,2,1,2,31,-1,0,1570,0.00785,0.0,0.0,0
450000,2,1,2,31,0,219693,282085,0.6268555555555556,0.77881568032444,28215.78414823873,0
30000,2,1,2,33,3,9000,139474,4.649133333333333,0.06452769313497042,1516.57508881031,1
210000,2,2,2,29,-1,5853,6996,0.03331428571428571,0.8365013577247392,842.9618615334861,0
250000,2,1,2,29,2,25080,753854,3.015416,0.03326899735360248,2198.908456484717,1
70000,2,2,2,31,0,12433,387445,5.534928571428572,0.032089633135972497,245.36455870126534,0
230000,2,1,2,31,1,1895,1868,0.008121739130434782,1.0139111824505083,490.2082890636048,0
150000,2,2,1,37,-2,283,283,0.0018866666666666667,0.9964788732394366,115.53426620127324,0
70000,2,3,1,47,2,10602,193618,2.7659714285714285,0.05475702281284378,1128.881747571463,0
150000,2,2,1,35,0,20832,482214,3.21476,0.0432006470142986,1236.7578582729927,1
200000,2,2,1,37,-1,1259,1424,0.00712,0.8835087719298246,172.4556947933778,0
200000,2,4,2,42,0,4621,15310,0.07655,0.3018091568153615,1209.1898803193264,0
300000,2,3,1,42,-1,632,1379,0.0045966666666666664,0.4579710144927536,198.24698400396076,0
80000,2,3,1,39,0,17451,22224,0.2778,0.7851968503937008,2261.3026997728543,1
30000,2,2,2,43,5,18,176920,5.897333333333333,0.00010174032477772565,7.3484692283495345,1
100000,2,2,1,40,0,20054,478322,4.78322,0.04192564438674285,897.5055802983437,0
360000,2,1,2,32,0,58226,768158,2.1337722222222224,0.07579941131979187,8739.950838915896,0
150000,2,2,2,32,0,7654,145548,0.97032,0.05258710125112505,541.5834807918967,0
180000,2,1,2,32,1,5660,5600,0.03111111111111111,1.0105338332440637,2310.6853240254645,0
210000,2,1,1,33,-2,9817,10662,0.05077142857142857,0.9206602269530151,2203.734050802562,0
110000,2,3,1,41,0,20900,502907,4.571881818181819,0.041558296944968064,1487.8395970892382,0
80000,2,2,1,41,0,68389,183198,2.289975,0.3733044394347131,24682.582817984563,0
50000,2,2,2,39,3,20740,39326,0.78652,0.5273730515930531,7442.9313490496925,0
150000,2,2,1,32,-2,3564,3564,0.02376,0.9997194950911641,1454.9969072132078,0
260000,2,1,2,40,-2,0,0,0.0,0.0,0.0,0
200000,2,1,2,33,-2,6038,11559,0.057795,0.522318339100346,1989.8005595201412,0
230000,2,2,2,29,-1,22628,15467,0.06724782608695652,1.4628911300749936,3083.888627474518,0
70000,2,1,1,32,0,17101,423366,6.0480857142857145,0.04039285064731073,415.48257083380366,1
70000,2,1,2,32,2,10046,224677,3.2096714285714287,0.04471287798538353,272.2364168634804,1
160000,2,2,2,32,0,7135,33669,0.21043125,0.21190971190971192,763.013084204109,1
200000,2,3,2,34,0,40549,1164004,5.82002,0.034835761014772273,466.93786167611927,0
270000,2,2,2,35,-1,4037,1518,0.005622222222222222,2.6576695194206716,1207.0742175469854,0
100000,2,2,1,36,0,24549,524739,5.24739,0.04678316880740938,1029.5792830083558,0
410000,2,1,1,42,2,61163,75505,0.18415853658536585,0.8100415860991179,19468.523091561587,0
160000,2,2,1,33,-1,23702,16928,0.1058,1.4000826983283123,2344.589231969359,0
120000,2,2,2,39,-2,5862,5536,0.04613333333333333,1.0586960447895972,1367.5430523387554,1
50000,2,2,1,37,0,6217,48238,0.96476,0.12887912270154853,479.8413974082131,0
450000,2,1,1,38,-2,0,0,0.0,0.0,0.0,0
200000,2,2,2,36,0,48899,1088822,5.44411,0.04490996240894985,2029.1361133907867,0
360000,2,2,2,41,-1,41428,44361,0.123225,0.933862314593571,8750.73253314639,0
340000,2,2,1,40,0,17271,278039,0.8177617647058824,0.06211696158826068,741.7098489301595,0
